School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
University of West Florida,Pensacola,Florida,United States,www.uwf.edu,Computer Engineering,Bachelors,"Oct 1, 1999 – Present","UWF FWB, Main Campus",Computer Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of West Florida,Pensacola,Florida,United States,www.uwf.edu,Mechanical Engineering,Bachelors,"Oct 1, 2017 – Present","Main Campus, UWF FWB",Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of West Georgia,Carrollton,Georgia,United States,www.westga.edu,Computer Science,Bachelors,"Oct 1, 2000 – Present",University of West Georgia,Computer Science,2025-2026,CAC,Seoul Accord
West Texas A&M University,Canyon,Texas,United States,www.wtamu.edu,Computer Information Systems,Bachelors,"Oct 1, 2011 – Present",Main Campus,Information Systems,2029-2030,CAC,Seoul Accord
West Texas A&M University,Canyon,Texas,United States,www.wtamu.edu,Computer Science,Bachelors,"Oct 1, 2021 – Present",Main Campus,Computer Science,2029-2030,CAC,Seoul Accord
West Texas A&M University,Canyon,Texas,United States,www.wtamu.edu,Mechanical Engineering,Bachelors,"May 1, 2006 – Present",Main Campus,Mechanical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
West Texas A&M University,Canyon,Texas,United States,www.wtamu.edu,Civil Engineering,Bachelors,"Aug 1, 2013 – Present",Main Campus,Civil Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
West Texas A&M University,Canyon,Texas,United States,www.wtamu.edu,Electrical Engineering,Bachelors,"Oct 1, 2018 – Present",Main Campus,Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
West Texas A&M University,Canyon,Texas,United States,www.wtamu.edu,Environmental Engineering,Bachelors,"Jan 1, 2018 – Present",Main Campus,Environmental Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University Institute of Technology,Beckley,West Virginia,United States,www.wvutech.edu,Mechanical Engineering,Bachelors,"Oct 1, 1968 – Present",Main Campus,Mechanical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University Institute of Technology,Beckley,West Virginia,United States,www.wvutech.edu,Computer Engineering,Bachelors,"Oct 1, 2007 – Present",Main Campus,Computer Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University Institute of Technology,Beckley,West Virginia,United States,www.wvutech.edu,Computer Science,Bachelors,"Oct 1, 2013 – Present",Main Campus,Computer Science,2026-2027,CAC,Seoul Accord
West Virginia University Institute of Technology,Beckley,West Virginia,United States,www.wvutech.edu,Chemical Engineering,Bachelors,"Oct 1, 1972 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University Institute of Technology,Beckley,West Virginia,United States,www.wvutech.edu,Civil Engineering,Bachelors,"Oct 1, 1968 – Present",Main Campus,Civil Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University Institute of Technology,Beckley,West Virginia,United States,www.wvutech.edu,Electrical Engineering,Bachelors,"Oct 1, 1968 – Present",Main Campus,Electrical and Electronics Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Industrial Hygiene,Masters,"Oct 1, 1993 – Present",Main Campus,Industrial Hygiene,2027-2028,ANSAC,
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Safety Management,Masters,"Oct 1, 1993 – Present",Main Campus,Safety,2027-2028,ANSAC,
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Computer Science,Bachelors,"Oct 1, 2005 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Cybersecurity,Bachelors,"Oct 1, 2020 – Present",Main Campus,Cybersecurity,2027-2028,CAC,Seoul Accord
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Aerospace Engineering,Bachelors,"Oct 1, 1953 – Present",Main Campus,Aerospace Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Chemical Engineering,Bachelors,"Oct 1, 1948 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Computer Engineering,Bachelors,"Oct 1, 1990 – Present",Main Campus,Computer Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Industrial Engineering,Bachelors,"Oct 1, 1953 – Present",Main Campus,Industrial Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Mining Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mining Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Petroleum and Natural Gas Engineering,Bachelors,"Oct 1, 1986 – Present",Main Campus,Petroleum Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Biomedical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Bioengineering and Biomedical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
West Virginia University,Morgantown,West Virginia,United States,www.wvu.edu,Biometric Systems Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,General Criteria Only (EAC),2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Western Carolina University,Cullowhee,North Carolina,United States,www.wcu.edu,Construction Management,Bachelors,"Oct 1, 2020 – Present",Main Campus,Construction Management,2027-2028,ANSAC,
Western Carolina University,Cullowhee,North Carolina,United States,www.wcu.edu,Computer Science,Bachelors,"Oct 1, 2015 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Western Carolina University,Cullowhee,North Carolina,United States,www.wcu.edu,Electrical Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Electrical and Electronics Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Western Carolina University,Cullowhee,North Carolina,United States,www.wcu.edu,Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Western Carolina University,Cullowhee,North Carolina,United States,www.wcu.edu,"Engineering Technology, Applied Systems Technology Concentration",Bachelors,"Oct 1, 1983 – Present",Main Campus,Engineering Technology,2026-2027,ETAC,Sydney Accord
Western Carolina University,Cullowhee,North Carolina,United States,www.wcu.edu,Electrical and Computer Engineering Technology,Bachelors,"Oct 1, 2005 – Present",Main Campus,"Computer Engineering Technology, Electrical and Electronics Engineering Technology",2026-2027,ETAC,Sydney Accord
Western Connecticut State University,Danbury,Connecticut,United States,www.wcsu.edu,Computer Science,Bachelors,"Oct 1, 2020 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
Western Governors University,Salt Lake City,Utah,United States,www.wgu.edu,Computer Science,Bachelors,"Oct 1, 2021 – Present",Online Only,Computer Science,2028-2029,CAC,Seoul Accord
Western Illinois University,Macomb,Illinois,United States,www.wiu.edu,Engineering,Bachelors,"Oct 1, 2010 – Present",Western Illinois University QC Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Illinois University,Macomb,Illinois,United States,www.wiu.edu,Mechanical Engineering,Bachelors,"Oct 1, 2016 – Present",Western Illinois University QC Campus,Mechanical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Illinois University,Macomb,Illinois,United States,www.wiu.edu,Civil Engineering,Bachelors,"Oct 1, 2020 – Present",Western Illinois University - Quad Cities,Civil Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Illinois University,Macomb,Illinois,United States,www.wiu.edu,Electrical Engineering,Bachelors,"Oct 1, 2020 – Present",Western Illinois University - Quad Cities,Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Kentucky University,Bowling Green,Kentucky,United States,www.wku.edu/engineering,Computer Science with concentration in Systems/Scientific Application,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Western Kentucky University,Bowling Green,Kentucky,United States,www.wku.edu/engineering,Civil Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Civil Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Western Kentucky University,Bowling Green,Kentucky,United States,www.wku.edu/engineering,Electrical Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Electrical and Electronics Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Western Kentucky University,Bowling Green,Kentucky,United States,www.wku.edu/engineering,Mechanical Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Aerospace Engineering,Bachelors,"Oct 1, 1995 – Present",Main Campus,Aerospace Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Computer Engineering,Bachelors,"Oct 1, 1985 – Present",Main Campus,Computer Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Electrical Engineering,Bachelors,"Oct 1, 1985 – Present",Main Campus,Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Industrial and Entrepreneurial Engineering,Bachelors,"Oct 1, 1979 – Present",Main Campus,Industrial Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Mechanical Engineering,Bachelors,"Oct 1, 1985 – Present",Main Campus,Mechanical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Computer Science,Bachelors,"Oct 1, 1986 – Present",Main Campus,Computer Science,2029-2030,CAC,Seoul Accord
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Construction Engineering,Bachelors,"Mar 1, 1998 – Present",Main Campus,Construction Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Paper Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,General Criteria Only (EAC),2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Chemical Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Civil Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Civil Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Engineering Design Technology,Bachelors,"Oct 1, 1994 – Present",Main Campus,Engineering Graphics/Design/Drafting Engineering Technology (Mechanical),2029-2030,ETAC,Sydney Accord
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Manufacturing Engineering Technology,Bachelors,"Oct 1, 1988 – Present",Main Campus,Manufacturing Engineering Technology,2029-2030,ETAC,Sydney Accord
Western Michigan University,Kalamazoo,Michigan,United States,www.wmich.edu,Engineering Management Technology,Bachelors,"Oct 1, 2000 – Present",Main Campus,General Criteria Only (ETAC),2029-2030,ETAC,Sydney Accord
Western New England University,Springfield,Massachusetts,United States,www.wne.edu,Electrical Engineering,Bachelors,"Oct 1, 1971 – Present",Main Campus,Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western New England University,Springfield,Massachusetts,United States,www.wne.edu,Industrial Engineering,Bachelors,"Oct 1, 1985 – Present",Main Campus,Industrial Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western New England University,Springfield,Massachusetts,United States,www.wne.edu,Mechanical Engineering,Bachelors,"Oct 1, 1971 – Present",Main Campus,Mechanical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Western New England University,Springfield,Massachusetts,United States,www.wne.edu,Biomedical Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Bioengineering and Biomedical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
